Node,X-Coord,Y-Coord
2083,156640.577,8265343.457
2084,156994.560,8265845.189
2085,156602.817,8265346.997
2086,156646.227,8265400.007
2087,156811.866,8265724.990
2088,156758.745,8265729.555
2089,156708.426,8265734.433
2090,156864.725,8265705.063
2091,156868.702,8265460.436
2092,157902.968,8266710.119
2093,157818.298,8266672.009
2094,157820.799,8266671.897
2095,157586.897,8266654.459
2096,157573.736,8266643.404
2097,157172.597,8266527.578
2098,157186.097,8266680.949
2099,157436.287,8266464.939
2100,157636.093,8266829.546
2101,157423.363,8266698.716
2102,157425.423,8266742.076
2103,157169.197,8266527.868
2104,157535.749,8262894.526
2105,157870.253,8265772.187
2106,157870.977,8265771.362
2107,157872.201,8265769.968
2108,157872.324,8265769.828
2109,157872.465,8265769.667
2110,157872.598,8265769.516
2111,157872.778,8265769.311
2112,157873.057,8265768.993
2113,157873.580,8265768.398
2114,157873.759,8265768.193
2115,157873.944,8265767.982
2116,157874.136,8265767.765
2117,157874.307,8265767.569
2118,157875.629,8265766.063
2119,157876.414,8265765.169
2120,157877.214,8265764.259
2121,157877.865,8265763.517
2122,157878.364,8265762.916
2123,157879.000,8265762.149
2124,157879.614,8265761.408
2125,157880.149,8265760.763
2126,157880.725,8265760.068
2127,157887.360,8265752.062
2128,157867.196,8265778.975
2129,157873.225,8265757.439
2130,157880.280,8265748.677
2131,157880.284,8265748.672
2132,157880.568,8265748.320
2133,157882.581,8265745.820
2134,157882.684,8265745.696
2135,157883.693,8265744.487
2136,157885.844,8265741.927
2137,157887.122,8265740.406
2138,157887.658,8265739.662
2139,157888.508,8265738.902
2140,157860.219,8265476.581
2141,157857.218,8265476.757
2142,157842.093,8265478.329
2143,157817.559,8265480.354
2144,157799.870,8265481.724
2145,157781.377,8265483.404
2146,157755.795,8265485.728
2147,157735.830,8265487.443
2148,157863.322,8265779.295
2149,157866.508,8265779.066
2150,157866.852,8265779.021
2151,157868.310,8265778.833
2152,157869.172,8265777.932
2153,157864.488,8265787.807
2154,157863.701,8265782.064
2155,157863.663,8265781.807
2156,157387.413,8264711.466
2157,157575.948,8264722.207
2158,157574.708,8264735.887
2159,157868.547,8265789.096
2160,157869.838,8265796.650
2161,157873.753,8265796.194
2162,157895.650,8265825.160
2163,157898.392,8265853.421
2164,157901.047,8265877.393
2165,157884.937,8263385.587
2166,157865.678,8263379.097
2167,157421.418,8264271.517
2168,157420.728,8264271.447
2169,157456.941,8264093.083
2170,156576.370,8263418.578
2171,156576.259,8263421.995
2172,156567.509,8263616.345
2173,156759.422,8264065.393
2174,156744.094,8263623.211
2175,156752.920,8263623.192
2176,156774.009,8263623.908
2177,156794.811,8263624.889
2178,156529.584,8264522.947
2179,156529.447,8264521.698
2180,156528.734,8264522.947
2181,156490.456,8264525.450
2182,156470.061,8264301.499
2183,156476.101,8264300.470
2184,156476.804,8264300.359
2185,157401.935,8264466.833
2186,156574.115,8263236.656
2187,156573.755,8263232.201
2188,156582.351,8263344.010
2189,156581.288,8263328.292
2190,156580.167,8263324.995
2191,156579.038,8263325.046
2192,156578.520,8263325.091
2193,156816.779,8264517.773
2196,156476.771,8264299.694
2197,157892.351,8265748.353
2198,157892.204,8265747.108
2199,157892.059,8265745.879
2200,157891.967,8265745.105
2201,156847.472,8264668.443
2202,156847.523,8264670.642
2203,156843.146,8264505.723
2204,156843.138,8264499.723
2207,156572.752,8265161.014
2208,156571.258,8265161.140
2209,156609.348,8265880.391
2210,156626.824,8265878.601
2211,156653.324,8265876.410
2212,156606.847,8265880.680
2213,157485.828,8266381.809
2214,157489.516,8266381.514
2215,157491.860,8266406.102
2216,157491.860,8266416.636
2217,157485.775,8266381.513
2218,157489.453,8266381.123
2219,157182.861,8265431.716
2220,157026.642,8264714.975
2221,157064.475,8266915.455
2222,157064.504,8266916.123
2223,157064.666,8266918.169
2224,157048.994,8266605.809
2225,157049.230,8266609.773
2226,157050.206,8266620.605
2227,157051.799,8266637.727
2228,157053.077,8266651.170
2229,157044.774,8266559.771
2230,157045.143,8266563.468
2231,157045.984,8266573.388
2232,157046.091,8266574.211
2233,157047.194,8266587.005
2234,157047.588,8266591.382
2235,157065.783,8266930.105
2236,157077.226,8266914.343
2237,157192.357,8266822.905
2238,157196.367,8266867.676
2239,157073.974,8266878.829
2240,157069.461,8266834.055
2241,157200.032,8266903.444
2242,157065.620,8266789.184
2243,157184.305,8266732.975
2244,157188.933,8266777.694
2245,157061.617,8266744.183
2246,157057.344,8266697.674
2247,157176.353,8266639.986
2248,157180.405,8266686.256
2249,157172.114,8266594.819
2250,157167.243,8266548.087
2251,157151.875,8266550.131
2252,157134.899,8266551.663
2253,157060.945,8266558.226
2254,158011.224,8265527.723
2255,158015.661,8265563.866
2256,158008.949,8265509.212
2257,158005.586,8265473.788
2258,157818.870,8265493.509
2259,157786.153,8265496.650
2260,157754.820,8265499.312
2261,157862.844,8265524.481
2262,157849.848,8265525.926
2263,157832.708,8265527.207
2264,157806.678,8265529.944
2265,157785.830,8265531.847
2266,157759.579,8265534.965
2267,158094.329,8265754.166
2268,158161.652,8265747.004
2269,158100.614,8265809.410
2270,158167.017,8265802.044
2271,158170.508,8265837.874
2272,158030.460,8265906.372
2273,158029.644,8265898.274
2274,158027.177,8265873.962
2275,158024.906,8265852.375
2276,158033.432,8265852.009
2277,157756.686,8265677.915
2278,157755.084,8265660.346
2279,157752.590,8265635.845
2280,157781.973,8265632.904
2281,157764.029,8265634.815
2282,157891.058,8265689.536
2283,157892.850,8265706.152
PM1.PCM.BRZ.004,157894.679,8265723.119
2285,157959.612,8265569.385
2286,158080.019,8265623.009
2287,158034.165,8265627.786
2288,158115.824,8265619.567
2289,158114.659,8265610.442
2290,158079.730,8265613.845
2291,157946.770,8265683.050
2292,157929.511,8265685.007
2293,157912.260,8265686.964
2294,157939.460,8265616.319
2295,157941.933,8265639.062
2296,157944.594,8265662.139
2297,157904.785,8265619.781
2298,157923.002,8265617.962
2299,157984.616,8265810.702
2300,158005.548,8265808.602
2301,158019.541,8265806.671
2302,157959.432,8265569.403
2303,157963.424,8265604.599
2304,157954.178,8265515.175
2305,158038.135,8265673.818
2306,158022.395,8265675.278
2307,157998.479,8265677.685
2308,157986.025,8265679.126
2309,157971.409,8265680.816
2310,157986.834,8265831.685
2311,157989.107,8265853.192
2312,157990.443,8265868.541
2313,157991.678,8265882.733
2314,157993.365,8265896.517
2315,157994.927,8265909.284
2316,158044.080,8265814.563
2317,158020.718,8265817.333
2318,158015.281,8265762.799
2319,158017.703,8265786.614
2320,157788.742,8265699.871
2321,157805.009,8265697.937
2322,157820.298,8265696.138
2323,157831.924,8265694.950
2324,157832.901,8265694.833
2325,157772.842,8265701.389
2326,157951.579,8265729.646
2327,157954.167,8265754.871
2328,157955.531,8265770.362
2329,157956.451,8265780.816
2330,157957.943,8265794.481
2331,157959.958,8265812.938
2332,157938.752,8265731.285
2333,157923.654,8265732.748
2334,158011.552,8265723.892
2335,157989.221,8265726.287
2336,157976.130,8265728.268
2337,157950.335,8265480.086
2338,158019.269,8265598.493
2339,158019.306,8265598.488
2340,157883.141,8265724.787
2341,157866.335,8265726.644
2342,157846.348,8265728.967
2343,157832.183,8265730.094
2344,157808.304,8265732.709
2345,157791.845,8265734.410
2346,157779.057,8265735.719
2347,157758.555,8265737.955
2348,157755.394,8265717.195
2349,157755.124,8265703.506
2350,157938.578,8265606.904
2351,157899.863,8265610.912
2352,157935.070,8265572.267
2353,157877.905,8265578.378
2354,157928.797,8265517.090
2355,157873.319,8265523.502
2356,157953.479,8265605.522
2357,157965.130,8265858.188
2358,157962.875,8265858.525
2359,157939.192,8265861.106
2360,157919.106,8265862.846
2361,157906.491,8265864.002
2362,157897.256,8265864.738
2363,157873.789,8265867.902
2364,157849.013,8265870.444
2365,157828.929,8265872.760
2366,157808.003,8265874.809
2367,157789.294,8265876.386
2368,157772.613,8265877.792
2369,157894.369,8265830.078
2370,157911.820,8265828.181
2371,157925.669,8265826.676
2372,157925.467,8265482.675
2373,157870.240,8265488.520
2374,158043.191,8265720.237
2375,158027.688,8265722.028
2376,158013.454,8265744.103
2377,158062.432,8265718.356
2378,158089.736,8265715.651
2379,158042.635,8265713.104
2380,158062.997,8265467.466
2381,158101.957,8265464.323
2382,157847.135,8265581.121
2383,157814.274,8265584.987
2384,157764.895,8265590.202
2385,157731.434,8265593.283
2386,157732.196,8265605.074
2387,157735.708,8265628.306
2388,157722.637,8265503.189
2389,157724.630,8265519.790
2390,157725.994,8265538.341
2391,157846.835,8265693.488
2392,157860.627,8265692.156
2393,157879.679,8265690.454
2394,157878.035,8265832.329
2395,157861.860,8265833.896
2396,157846.718,8265835.362
2397,157820.811,8265838.175
2398,157799.115,8265840.444
2399,157782.915,8265842.311
2400,157769.527,8265843.853
2401,157778.628,8265930.000
2402,157798.443,8265927.911
2403,157821.602,8265925.470
2404,157840.401,8265923.583
2405,157862.458,8265921.368
2406,157880.291,8265919.457
2407,157901.177,8265917.218
2408,158206.319,8265834.223
2409,158125.556,8265712.060
2410,158157.922,8265708.728
2411,158193.077,8265705.003
2412,158118.199,8265641.747
2413,157910.336,8265670.651
2414,157908.684,8265656.642
2415,157907.335,8265643.170
2416,157905.938,8265629.229
2417,157897.071,8265736.557
2418,157924.544,8265816.676
2419,158107.888,8265516.817
2420,157770.217,8265852.874
2421,157949.080,8265704.323
2423,157751.118,8265626.320
2424,158070.176,8265521.256
2425,157899.802,8265897.417
2426,157899.487,8265892.872
2427,157898.424,8265877.562
2428,157668.060,8265543.570
2429,157683.636,8265542.270
2430,157711.391,8265539.666
2431,157981.513,8265780.735
2432,157978.324,8265750.888
2433,157916.271,8265734.036
2434,157918.436,8265753.249
2435,157919.594,8265763.524
2436,157922.149,8265788.026
2437,157923.043,8265798.722
2438,157692.487,8265596.934
2439,158039.878,8265759.969
2440,158198.994,8265766.182
2441,157676.801,8265634.268
2442,157684.062,8265633.533
2443,157697.646,8265632.080
2444,157717.579,8265630.182
2445,157941.394,8265814.746
2446,157775.439,8265904.997
2447,157961.535,8265825.304
2448,157964.005,8265848.705
2449,158023.667,8265840.061
2450,158013.582,8265907.755
2451,158039.764,8265709.218
2452,158026.773,8265710.544
2453,158013.326,8265711.917
2454,157997.217,8265713.651
2455,157974.852,8265715.815
2456,157973.284,8265698.703
2457,158040.616,8265693.871
2458,158037.183,8265659.327
2459,158021.549,8265619.785
2460,157783.913,8265654.675
2461,157786.016,8265674.648
2462,157826.235,8265627.748
2463,157805.629,8265629.576
2464,157831.985,8265683.970
2465,157829.951,8265661.502
2466,157828.310,8265646.591
2467,157925.467,8265482.675
2468,157881.303,8265706.566
2469,157293.147,8265420.332
2470,157206.603,8265431.929
2471,157521.733,8265512.091
2472,157521.511,8265509.986
2473,157625.090,8265502.584
2474,157438.293,8265973.145
2475,157438.485,8265974.138
2476,157473.970,8265514.184
2477,157474.067,8265515.007
2478,157860.803,8265782.034
2479,158118.217,8265640.315
2480,158119.812,8265640.991
2481,158125.956,8265638.116
2482,158216.811,8265612.474
2483,158231.316,8265600.716
2484,158256.082,8265578.805
2485,158258.202,8265573.978
2486,157861.392,8265476.444
2487,157891.684,8265741.472
2488,157891.521,8265739.377
2490,156814.267,8264405.527
2498,157679.654,8265494.632
2499,157665.160,8265509.149
2500,157681.261,8265508.492
2501,157703.846,8265506.490
2502,157682.349,8265492.759
2503,157683.429,8265492.650
2504,157693.817,8265491.472
2505,157715.449,8265489.414
2506,157682.712,8265494.884
2507,157679.628,8265494.596
2508,156664.559,8266605.442
2509,156666.497,8266632.759
2510,156668.694,8266656.557
2511,156670.992,8266680.931
2512,156672.687,8266703.868
2513,156674.550,8266724.658
2514,156677.229,8266755.554
2515,156679.495,8266781.261
2516,156682.155,8266810.425
2517,156684.565,8266839.222
2518,156686.355,8266864.337
2519,156689.157,8266894.712
2520,156691.752,8266928.033
2521,156693.965,8266952.481
2522,156696.595,8266982.245
2523,156699.073,8267012.582
2524,156701.663,8267045.158
2525,156702.882,8267063.402
2526,156704.602,8267093.014
2527,156707.021,8267132.189
2528,156708.559,8267159.469
2529,156712.032,8267174.959
2530,156719.967,8267204.980
2531,156721.696,8267215.201
2532,156722.582,8267225.414
2533,156724.628,8267255.020
2534,156726.744,8267283.774
2535,156727.708,8267305.848
2536,156729.433,8267338.858
2537,156731.310,8267365.111
2538,156734.453,8267403.112
2539,156737.128,8267423.831
2540,156742.018,8267435.751
2541,156747.714,8267452.113
2542,156752.081,8267485.858
2543,156754.863,8267506.191
2544,156759.236,8267535.514
PM1.UDA.BRZ.003,156763.300,8267567.342
2546,156765.996,8267586.296
2547,156765.958,8267587.448
2548,156766.118,8267589.436
2549,156776.675,8267584.770
2550,157875.907,8265615.246
2551,157877.141,8265625.339
2552,157878.959,8265648.040
2553,157881.709,8265671.853
2554,157882.915,8265686.119
2555,157935.118,8265572.261
2556,157958.937,8265569.461
2557,157929.296,8265517.053
2558,157953.686,8265515.212
2559,157925.969,8265482.623
2560,157949.355,8265480.188
2561,157940.938,8265481.064
2562,157940.936,8265480.558
2563,157940.513,8265481.109
2564,157953.876,8265605.485
2565,157953.640,8265605.507
2566,157517.090,8265511.555
2567,157520.485,8265511.228
2568,157625.068,8265502.135
2569,156476.745,8264299.198
2570,156477.052,8264299.048
2571,156476.739,8264299.079
2572,157468.238,8265515.716
2573,157516.931,8265510.341
2574,157517.006,8265510.915
2575,157569.608,8265506.704
2576,157569.636,8265507.047
2577,157620.446,8265502.185
2578,157620.458,8265502.323
2579,157861.343,8265478.601
2580,156942.712,8265748.425
2582,156564.848,8263619.806
2583,156567.338,8263619.849
2584,156567.440,8263617.978
2585,158071.817,8263267.552
2586,158090.616,8263214.862
2587,158095.288,8263199.898
2588,158024.196,8263406.371
2589,158028.819,8263392.598
2590,158069.854,8263218.406
2591,157754.338,8263319.934
2592,157762.950,8263294.467
2593,157769.236,8263276.705
2594,157775.243,8263259.578
2595,157751.282,8263294.176
2596,157700.759,8263398.255
2597,157121.965,8265543.991
2598,157136.338,8265542.654
2599,157136.412,8265542.649
2600,157137.527,8265542.567
2601,157388.356,8265519.314
2602,157227.669,8265687.369
2603,156920.865,8265574.140
2604,157332.794,8265524.464
2605,157352.615,8265522.608
2606,157369.275,8265521.047
2607,157384.109,8265519.657
2608,157150.598,8265541.184
2609,156795.416,8265491.474
2610,156897.216,8265488.416
2611,157272.431,8265451.448
2612,157355.793,8265526.506
2613,157357.292,8265526.266
2614,158042.200,8265708.958
2615,157963.962,8265729.080
2616,157758.534,8265703.165
2617,157888.475,8265736.588
2618,157887.698,8265731.120
2619,157891.518,8265739.362
2620,157889.907,8265731.057
2621,157886.089,8265685.760
2622,157891.689,8265736.540
2623,157896.965,8265853.574
2624,157901.832,8265885.922
2625,157902.702,8265895.384
2626,157903.011,8265904.170
2627,157905.681,8265931.136
2628,157906.102,8265934.976
2629,157887.326,8265825.903
2630,157887.762,8265820.844
2631,157890.569,8265820.684
2632,157889.336,8265814.470
2633,157907.818,8265812.615
2634,157916.257,8265732.783
2635,157938.619,8265730.138
2636,157949.081,8265728.668
2637,156565.366,8263639.757
2640,156869.124,8263121.278
2641,156866.668,8263112.918
2642,156865.281,8263107.726
2643,156861.361,8263096.127
2644,156853.723,8263081.860
2645,156843.238,8263067.263
2646,156833.904,8263053.047
2647,156822.264,8263038.361
2648,156822.037,8263026.454
2649,156834.158,8263016.598
2650,156846.280,8263005.452
2651,156858.265,8262993.103
2652,156870.469,8262979.206
2653,156882.255,8262965.653
2654,156891.398,8262953.936
2655,156903.860,8262940.360
2656,156917.134,8262924.836
2657,157884.651,8265671.631
2658,157883.183,8265659.722
2659,157881.714,8265647.813
2660,157880.845,8265636.406
2661,157879.976,8265624.998
2662,157879.519,8265619.875
2663,157878.340,8265614.966
2664,157877.732,8265605.421
2665,157872.812,8265559.623
2666,157868.057,8265511.842
2667,157862.533,8265487.495
2668,157865.176,8265511.731
2669,157870.022,8265560.024
2670,157874.655,8265605.316
2671,157863.408,8265488.710
2672,157871.751,8265613.562
2673,157868.572,8265579.105
2674,157677.746,8265642.078
2675,157681.498,8265671.745
2676,157684.458,8265704.289
2677,157687.068,8265732.986
2678,157664.328,8265509.149
2679,157665.149,8265508.762
2680,157672.520,8265783.188
2681,157691.592,8265782.491
2682,157856.406,8265615.394
2683,157825.908,8265617.965
2684,157781.417,8265622.897
2685,157674.762,8265618.070
2686,157673.230,8265598.835
2687,157666.331,8265533.066
2688,157664.344,8265514.742
2689,157727.738,8265554.775
2690,157679.133,8265493.325
2691,157866.607,8265561.327
2692,157671.257,8265585.103
2693,157669.527,8265568.219
2694,157665.041,8265507.325
2695,157663.033,8265498.129
2696,157665.788,8265497.924
2697,157663.894,8265507.605
2698,157664.000,8265512.198
2699,157664.105,8265516.791
2700,157665.800,8265531.604
2701,157667.976,8265550.244
2702,157668.799,8265566.963
2703,157670.699,8265583.289
2704,157672.333,8265596.826
2705,157673.977,8265616.627
2706,157676.195,8265632.607
2707,157741.492,8265592.217
2708,157859.060,8265489.601
2709,157842.542,8265491.073
2710,157689.078,8265756.297
2711,157861.402,8265511.878
2712,157859.115,8265489.598
2713,156566.597,8263625.322
2715,156815.388,8263683.829
2716,156568.438,8263619.772
2717,156600.553,8263619.559
2718,156630.442,8263620.792
2719,156641.731,8263621.195
2720,156682.761,8263621.202
2721,156706.175,8263621.990
2722,156723.803,8263622.885
2723,157505.167,8266333.668
2724,156952.384,8265560.466
2725,157003.154,8265556.845
2726,157056.309,8265550.824
2727,157097.841,8265547.352
2728,157208.006,8266902.921
2729,157209.585,8266911.909
2730,157437.589,8263091.274
2731,157432.889,8263105.281
2732,157389.518,8264696.162
2734,156808.605,8263178.889
2736,156443.819,8263043.031
PM.VRP.BRZ.005,156883.697,8263180.548
2740,157444.083,8265972.702
2741,157455.244,8265980.932
2742,157456.843,8265996.346
2743,157905.669,8265936.142
2744,157904.618,8265936.680
2745,157901.761,8265937.101
2746,157884.638,8265938.666
2747,157863.225,8265940.489
2748,157844.667,8265942.346
2749,157819.104,8264966.574
2750,157817.303,8264990.981
2751,157715.590,8265491.978
2752,157694.070,8265493.540
2753,157683.802,8265494.778
PM.VRP.BRZ.004,157184.636,8265431.620
2756,157550.929,8265508.129
2757,157500.245,8265511.634
2759,157378.280,8265413.346
2760,157377.882,8265413.336
2761,157357.612,8265415.641
2762,157331.007,8265418.113
2763,157311.112,8265419.864
2764,157588.104,8265504.809
2765,157609.841,8265502.616
2766,157296.281,8265527.852
2767,157303.997,8265527.173
2768,157185.205,8263008.099
2769,157028.478,8264738.137
30,156541.414,8264828.862
482,156539.727,8264828.963
483,156594.151,8264822.726
1098,156721.734,8264810.292
2205,156767.564,8264805.951
2735,156883.114,8263169.941
2754,156882.928,8263163.892
2770,156622.989,8265156.058
2771,156754.620,8265143.333
2773,156798.202,8265139.387
2774,156870.737,8265131.460
2776,156871.009,8265134.454
2777,156983.400,8264728.164
2778,157028.616,8264726.626
2,156948.736,8265176.994
14,156998.809,8265167.687
333,157112.357,8265145.349
337,156904.145,8265185.765
338,156948.736,8265178.483
583,156940.266,8265178.483
584,157179.441,8266680.132
655,157492.641,8263110.261
656,157542.807,8263127.293
797,157591.391,8263144.046
798,157641.371,8263161.264
799,157690.792,8263177.645
800,157732.302,8263193.281
973,157991.579,8263994.460
976,156894.220,8265491.631
ERE.BRZ.001,157859.253,8265770.058
RAP.BRZ.001,157860.740,8265778.978
EBO.BRZ.001,157858.037,8265782.357
